class_id,subject,building,teacher_name,student_nmec,student_name,exam_date
2,Security Information and Organization,G4,Ronni HARRIS,88953,Rosette BROWN,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88954,Roselle BROWN,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88955,Rosmunda ANDERSON,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88956,Ros HARRIS,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88957,Rois ALLEN,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88958,Rodi THOMPSON,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88959,Rodi JONES,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88960,Rosalyn SMITH,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88961,Rois CLARK,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88962,Roslyn RODRIGUEZ,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88963,Rochella LEE,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88964,Roseanna JACKSON,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88965,Rodie ALLEN,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88966,Rosamond MOORE,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88967,Rosabella WALKER,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88968,Rori MARTINEZ,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88969,Rory MARTIN,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88970,Roseanna HARRIS,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88971,Rosene THOMPSON,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88972,Rosella JONES,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88973,Rochelle RODRIGUEZ,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88974,Rosemary LEE,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88975,Ros MARTIN,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88976,Rosaline LEE,2023-02-27
2,Security Information and Organization,G4,Ronni HARRIS,88977,Rosita MILLER,2023-02-27
3,Software Engineering,C3,Ronny JONES,88978,Roseann MARTINEZ,2023-02-25
3,Software Engineering,C3,Ronny JONES,88979,Roselle YOUNG,2023-02-25
3,Software Engineering,C3,Ronny JONES,88980,Roseann WILLIAMS,2023-02-25
3,Software Engineering,C3,Ronny JONES,88981,Rosaleen JOHNSON,2023-02-25
3,Software Engineering,C3,Ronny JONES,88982,Romonda WILLIAMS,2023-02-25
3,Software Engineering,C3,Ronny JONES,88983,Rosabel WILSON,2023-02-25
3,Software Engineering,C3,Ronny JONES,88984,Ronalda JONES,2023-02-25
3,Software Engineering,C3,Ronny JONES,88985,Rosalinde TAYLOR,2023-02-25
3,Software Engineering,C3,Ronny JONES,88986,Rochell MILLER,2023-02-25
3,Software Engineering,C3,Ronny JONES,88987,Rosina SMITH,2023-02-25
3,Software Engineering,C3,Ronny JONES,88988,Rosa MILLER,2023-02-25
3,Software Engineering,C3,Ronny JONES,88989,Ronica JOHNSON,2023-02-25
3,Software Engineering,C3,Ronny JONES,88990,Rochell WILLIAMS,2023-02-25
3,Software Engineering,C3,Ronny JONES,88991,Roseann HALL,2023-02-25
3,Software Engineering,C3,Ronny JONES,88992,Rosetta JACKSON,2023-02-25
3,Software Engineering,C3,Ronny JONES,88993,Rochell HARRIS,2023-02-25
3,Software Engineering,C3,Ronny JONES,88994,Romona MARTINEZ,2023-02-25
3,Software Engineering,C3,Ronny JONES,88995,Rory YOUNG,2023-02-25
3,Software Engineering,C3,Ronny JONES,88996,Roshelle DAVIS,2023-02-25
3,Software Engineering,C3,Ronny JONES,88997,Rosella RODRIGUEZ,2023-02-25
3,Software Engineering,C3,Ronny JONES,88998,Roseanna RODRIGUEZ,2023-02-25
3,Software Engineering,C3,Ronny JONES,88999,Rosalynd WILLIAMS,2023-02-25
3,Software Engineering,C3,Ronny JONES,89000,Ronda MOORE,2023-02-25
3,Software Engineering,C3,Ronny JONES,89001,Ronnie MOORE,2023-02-25
3,Software Engineering,C3,Ronny JONES,89002,Romonda GARCIA,2023-02-25
3,Software Engineering,C3,Ronny JONES,89003,Rosella WILSON,2023-02-25
3,Software Engineering,C3,Ronny JONES,89004,Rosina MILLER,2023-02-25
3,Software Engineering,C3,Ronny JONES,89005,Rosamund MARTINEZ,2023-02-25
3,Software Engineering,C3,Ronny JONES,89006,Rosalyn THOMAS,2023-02-25
3,Software Engineering,C3,Ronny JONES,89007,Rose GARCIA,2023-02-25
4,Master's Thesis,D6,Rosamund JONES,89008,Rosemarie RODRIGUEZ,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89009,Roseanna BROWN,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89010,Rosamond SMITH,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89011,Roch THOMPSON,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89012,Rosamond ALLEN,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89013,Rosemaria THOMAS,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89014,Ronnica JACKSON,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89015,Roobbie YOUNG,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89016,Ronna THOMAS,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89017,Romy TAYLOR,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89018,Roch DAVIS,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89019,Rosemaria MARTIN,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89020,Roseline WALKER,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89021,Ronnie MARTINEZ,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89022,Ronnie RODRIGUEZ,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89023,Roseanna HALL,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89024,Rosmunda YOUNG,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89025,Roseline SMITH,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89026,Rosaline MILLER,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89027,Rochelle MARTIN,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89028,Rosabelle THOMPSON,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89029,Ronda WHITE,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89030,Roseanna RODRIGUEZ,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89031,Roselle TAYLOR,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89032,Roseline CLARK,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89033,Rosalind YOUNG,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89034,Rosemaria TAYLOR,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89035,Rosamund JACKSON,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89036,Rosetta WHITE,2023-01-09
4,Master's Thesis,D6,Rosamund JONES,89037,Roselle MOORE,2023-01-09
5,Portuguese A1,B0,Rosabella JONES,89038,Rory MARTIN,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89039,Rosaline MARTIN,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89040,Rosemonde YOUNG,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89041,Rodie SMITH,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89042,Romy BROWN,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89043,Rochette LEE,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89044,Rosemonde WILLIAMS,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89045,Rose YOUNG,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89046,Roseanna ANDERSON,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89047,Rosie WILSON,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89048,Rosabel CLARK,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89049,Romola ROBINSON,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89050,Roselle MOORE,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89051,Ronnie MOORE,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89052,Romonda JONES,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89053,Rosaleen RODRIGUEZ,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89054,Ronica WHITE,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89055,Romonda MARTINEZ,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89056,Rosemarie BROWN,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89057,Rosanna MARTIN,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89058,Rodi WALKER,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89059,Rosana WHITE,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89060,Rosabella WILLIAMS,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89061,Rosa THOMPSON,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89062,Rose BROWN,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89063,Rochella MILLER,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89064,Rosemarie LEWIS,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89065,Roseanne YOUNG,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89066,Rochell ANDERSON,2023-01-06
5,Portuguese A1,B0,Rosabella JONES,89067,Rorie ROBINSON,2023-01-06
6,Portuguese A2,B3,Ronna THOMPSON,89068,Rosamond MILLER,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89069,Rosanna WHITE,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89070,Roobbie RODRIGUEZ,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89071,Rori JACKSON,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89072,Rodie JONES,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89073,Ronica ALLEN,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89074,Rose RODRIGUEZ,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89075,Rosabelle THOMPSON,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89076,Rosabelle BROWN,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89077,Rochette LEWIS,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89078,Rosamund JACKSON,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89079,Rosalyn ALLEN,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89080,Rosalind ROBINSON,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89081,Rochelle MARTIN,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89082,Rodina ANDERSON,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89083,Rona JACKSON,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89084,Romy BROWN,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89085,Rosabel YOUNG,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89086,Rosalynd HARRIS,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89087,Rose JOHNSON,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89088,Roselle RODRIGUEZ,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89089,Rosemary HALL,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89090,Rori TAYLOR,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89091,Rochelle HALL,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89092,Rona MARTIN,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89093,Rois YOUNG,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89094,Rochella TAYLOR,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89095,Roda MARTIN,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89096,Rori JACKSON,2023-02-07
6,Portuguese A2,B3,Ronna THOMPSON,89097,Roseann THOMAS,2023-02-07
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89098,Rochelle MOORE,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89099,Rosalynd DAVIS,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89100,Rodina ALLEN,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89101,Roselle WHITE,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89102,Rose GARCIA,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89103,Rosemonde ALLEN,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89104,Roobbie WALKER,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89105,Rochell RODRIGUEZ,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89106,Rosa ANDERSON,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89107,Roshelle THOMPSON,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89108,Rosina HARRIS,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89109,Romy CLARK,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89110,Rochell LEE,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89111,Rosaline GARCIA,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89112,Rosetta HARRIS,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89113,Rois MARTINEZ,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89114,Rosalinde WALKER,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89115,Ros RODRIGUEZ,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89116,Rosene JACKSON,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89117,Ronnica ROBINSON,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89118,Roseanne DAVIS,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89119,Rosemaria SMITH,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89120,Rori ANDERSON,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89121,Rosabelle WILLIAMS,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89122,Rosalinde JOHNSON,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89123,Rois HARRIS,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89124,Rosamund MARTINEZ,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89125,Rosalyn WILLIAMS,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89126,Rose ANDERSON,2023-01-22
7,Integrated Project ManagementPortuguese B1,B6,Roslyn HARRIS,89127,Ronda JACKSON,2023-01-22
8,Portuguese B2,G6,Rosette CLARK,89128,Roshelle JOHNSON,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89129,Rosamund JONES,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89130,Rosmunda MARTINEZ,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89131,Rory RODRIGUEZ,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89132,Rodi MARTIN,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89133,Rosanne WHITE,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89134,Romonda WILSON,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89135,Rorie MOORE,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89136,Ros JONES,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89137,Rosana HALL,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89138,Rona MARTINEZ,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89139,Roch BROWN,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89140,Rosalinde WILSON,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89141,Rosabella HALL,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89142,Rochelle RODRIGUEZ,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89143,Roseanna JOHNSON,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89144,Roseanne GARCIA,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89145,Rose WHITE,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89146,Roseanna WILLIAMS,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89147,Rochell MARTINEZ,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89148,Rosalia MOORE,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89149,Roseline MARTIN,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89150,Rosella RODRIGUEZ,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89151,Rosalinda HARRIS,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89152,Rorie TAYLOR,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89153,Roselin THOMAS,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89154,Ronnica ANDERSON,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89155,Rosalinde SMITH,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89156,Rosamond ALLEN,2023-01-20
8,Portuguese B2,G6,Rosette CLARK,89157,Rosabella ALLEN,2023-01-20
9,Portuguese C1,A3,Roselle HARRIS,89158,Rosella YOUNG,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89159,Rosabel TAYLOR,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89160,Rosette CLARK,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89161,Rosette THOMPSON,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89162,Rosaleen CLARK,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89163,Rosie MARTIN,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89164,Rose YOUNG,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89165,Rosamond JACKSON,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89166,Rochelle GARCIA,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89167,Rosmunda ANDERSON,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89168,Rosaline HARRIS,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89169,Rosemarie BROWN,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89170,Roda SMITH,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89171,Rosie LEE,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89172,Rosabelle ALLEN,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89173,Roobbie WHITE,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89174,Ronica YOUNG,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89175,Rosalinda JOHNSON,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89176,Rosella DAVIS,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89177,Rosie MARTINEZ,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89178,Roseanna JACKSON,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89179,Ros WALKER,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89180,Rosabel JONES,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89181,Ronalda ROBINSON,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89182,Romy ANDERSON,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89183,Rosalyn SMITH,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89184,Rosina JACKSON,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89185,Rosanna WALKER,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89186,Ronica DAVIS,2023-01-22
9,Portuguese C1,A3,Roselle HARRIS,89187,Rosalind JOHNSON,2023-01-22
10,Portuguese C2,E4,Ronnica LEWIS,89188,Ronni MARTIN,2023-01-24
10,Portuguese C2,E4,Ronnica LEWIS,89189,Rosemary HALL,2023-01-24
10,Portuguese C2,E4,Ronnica LEWIS,89190,Rosamund WALKER,2023-01-24
10,Portuguese C2,E4,Ronnica LEWIS,89191,Rochell ROBINSON,2023-01-24
10,Portuguese C2,E4,Ronnica LEWIS,89192,Rosalinde JONES,2023-01-24
10,Portuguese C2,E4,Ronnica LEWIS,89193,Rosene WHITE,2023-01-24
10,Portuguese C2,E4,Ronnica LEWIS,89194,Rosana YOUNG,2023-01-24
10,Portuguese C2,E4,Ronnica LEWIS,89195,Rosalinda MILLER,2023-01-24
10,Portuguese C2,E4,Ronnica LEWIS,89196,Rosalinda BROWN,2023-01-24
